Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Ritesh Brahma,7174989415,ritesh.brahma@gmail.com,Dhenkanal,Computer Science,Only 9th-10th CBSE,Interactive and student-centered,896,Both,20,M.Sc
Mitali Jana,9715821611,mitali.jana@gmail.com,Deogarh,Moral Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,377,Both,19,B.Sc
Shantanu Sahu,7287532168,shantanu.sahu@gmail.com,Mayurbhanj,Biology,Class 1-5 all,Interactive and student-centered,348,Online,11,B.Ed
Deepak Rath,8456522423,deepak.rath@gmail.com,Gajapati,Hindi,Only 9th-10th ICSE,Interactive and student-centered,919,In-person,6,M.Sc
Tushar Tiwari,8913704122,tushar.tiwari@gmail.com,Balasore,Social Studies,Class 6-10 all,Interactive and student-centered,414,Online,14,B.Ed
Amit Sahu,7467560501,amit.sahu@gmail.com,Jagatsinghpur,Accountancy,Class 11-12 all,Interactive and student-centered,693,Online,14,B.Ed
Devendra Nayak,8828403726,devendra.nayak@gmail.com,Ganjam,Chemistry,Class 6-10 CHSE,Interactive and student-centered,868,Online,9,M.A
Sudhir Mahapatra,9174109669,sudhir.mahapatra@gmail.com,Rayagada,Economics,Class 6-10 CHSE,Interactive and student-centered,630,In-person,5,M.A
Aishwarya Mohapatra,8977776659,aishwarya.mohapatra@gmail.com,Bolangir,Physics,Only 9th-10th all,Interactive and student-centered,833,Both,6,M.A
Pranay Choudhury,8728043689,pranay.choudhury@gmail.com,Rayagada,General Science,Class 1-5 CHSE & CBSE,Interactive and student-centered,552,Both,1,B.Sc
Bhushan Swain,7478529987,bhushan.swain@gmail.com,Kandhamal,Business Studies,Class 1-5 all,Interactive and student-centered,725,Both,6,PhD
Aisha Choudhury,8903135290,aisha.choudhury@gmail.com,Cuttack,Physical Education,Class 1-5 CHSE,Interactive and student-centered,809,Both,11,M.Sc
Esha Pradhan,9645373368,esha.pradhan@gmail.com,Kalahandi,Political Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,307,In-person,10,B.Sc
Naina Ghosh,7632307123,naina.ghosh@gmail.com,Jagatsinghpur,Chemistry,Only 9th-10th all,Interactive and student-centered,855,Online,17,PhD
Kaveri Khuntia,8277148405,kaveri.khuntia@gmail.com,Nabarangpur,Dance,Class 1-5 all,Interactive and student-centered,874,In-person,2,M.Sc
Pallav Suman,8667181612,pallav.suman@gmail.com,Puri,Sociology,Class 6-10 all,Interactive and student-centered,499,Online,9,PhD
Amit Barik,8701309586,amit.barik@gmail.com,Nayagarh,Physics,Class 11-12 ICSE,Interactive and student-centered,659,In-person,12,M.Sc
Trisha Mohan,8573178607,trisha.mohan@gmail.com,Angul,Social Studies,Class 1-5 CHSE,Interactive and student-centered,322,In-person,8,PhD
Uday Dash,9586592575,uday.dash@gmail.com,Nuapada,Social Studies,Only 9th-10th all,Interactive and student-centered,382,In-person,9,PhD
Mohit Rout,8502953343,mohit.rout@gmail.com,Puri,Art and Craft,Class 1-5 ICSE,Interactive and student-centered,986,Online,3,M.A
Aman Mohapatra,9328455791,aman.mohapatra@gmail.com,Puri,Mathematics,Class 1-5 ICSE,Interactive and student-centered,502,Online,10,M.A
Om Maji,8551534135,om.maji@gmail.com,Bargarh,Physics,Class 1-5 ICSE,Interactive and student-centered,349,Online,3,M.A
Surendra Tiwari,9268255774,surendra.tiwari@gmail.com,Ganjam,Psychology,Class 6-10 CBSE,Interactive and student-centered,792,Both,3,B.Ed
Sonali Mishra,8802954260,sonali.mishra@gmail.com,Rayagada,Computer Science,Class 11-12 CHSE,Interactive and student-centered,457,Online,8,PhD
Soumya Kumar,7105937884,soumya.kumar@gmail.com,Nayagarh,Geography,Class 6-10 CHSE,Interactive and student-centered,411,Both,1,PhD
Vinod Pradhan,8687739311,vinod.pradhan@gmail.com,Puri,Music,Class 1-5 CHSE & CBSE,Interactive and student-centered,746,In-person,12,B.Ed
Abhijeet Brahma,8726790892,abhijeet.brahma@gmail.com,Angul,Hindi,Only 9th-10th CHSE,Interactive and student-centered,546,Online,4,B.Sc
Anirudh Maheshwari,7943978940,anirudh.maheshwari@gmail.com,Deogarh,Physics,Class 1-5 CHSE & CBSE,Interactive and student-centered,546,Both,8,PhD
Uma Srinivas,7970938783,uma.srinivas@gmail.com,Jajpur,Moral Science,Class 6-10 ICSE,Interactive and student-centered,824,Online,9,PhD
Aman Maheshwari,8783006694,aman.maheshwari@gmail.com,Bhadrak,Dance,Only 9th-10th all,Interactive and student-centered,385,In-person,7,M.Sc
Snehal Dhal,9580488800,snehal.dhal@gmail.com,Ganjam,Sociology,Class 6-10 ICSE,Interactive and student-centered,759,Online,19,M.Sc
Mansi Mohapatra,7859851455,mansi.mohapatra@gmail.com,Sundargarh,English,Class 11-12 ICSE,Interactive and student-centered,853,Both,13,PhD
Aakanksha Nanda,8364159621,aakanksha.nanda@gmail.com,Sundargarh,Mathematics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,912,Online,13,B.Sc
Tanvi Kumar,9307876277,tanvi.kumar@gmail.com,Mayurbhanj,History,Only 9th-10th CHSE,Interactive and student-centered,326,In-person,6,M.A
Aishwarya Routray,8905747246,aishwarya.routray@gmail.com,Dhenkanal,Chemistry,Only 9th-10th CHSE & CBSE,Interactive and student-centered,692,Both,8,B.Sc
Santhosh Patra,8919538730,santhosh.patra@gmail.com,Angul,English,Class 11-12 CHSE & CBSE,Interactive and student-centered,689,Online,11,B.Sc
Zara Bhanja,7335147301,zara.bhanja@gmail.com,Puri,Psychology,Only 9th-10th CBSE,Interactive and student-centered,828,Online,5,B.Sc
Santosh Maheshwari,9692627743,santosh.maheshwari@gmail.com,Bhadrak,General Science,Class 11-12 CHSE,Interactive and student-centered,610,Both,11,B.Ed
Suman Suman,8363121267,suman.suman@gmail.com,Nayagarh,Physical Education,Only 9th-10th all,Interactive and student-centered,971,Online,6,B.Ed
Vikram Mishra,7344180863,vikram.mishra@gmail.com,Puri,Statistics,Class 6-10 CHSE & CBSE,Interactive and student-centered,669,In-person,4,M.A
Ujjwal Dhal,7296629982,ujjwal.dhal@gmail.com,Angul,Social Studies,Class 6-10 CBSE,Interactive and student-centered,873,Both,8,PhD
Neha Mohanty,8891995163,neha.mohanty@gmail.com,Deogarh,Psychology,Class 11-12 CBSE,Interactive and student-centered,986,Both,18,PhD
Daksha Pradhan,7479862394,daksha.pradhan@gmail.com,Kandhamal,Statistics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,973,Online,7,B.Ed
Siddharth Kumar,9281085332,siddharth.kumar@gmail.com,Puri,History,Class 1-5 all,Interactive and student-centered,345,In-person,17,B.Sc
Charu Mishra,8327243297,charu.mishra@gmail.com,Jagatsinghpur,Hindi,Class 11-12 CHSE,Interactive and student-centered,967,Both,5,B.Ed
Aniket Kumar,7352613383,aniket.kumar@gmail.com,Jagatsinghpur,Sociology,Class 11-12 CHSE,Interactive and student-centered,604,Online,8,M.Sc
Shalini Mishra,9677659547,shalini.mishra@gmail.com,Jagatsinghpur,Biology,Class 6-10 CBSE,Interactive and student-centered,755,Both,20,PhD
Rajat Rai,9192294676,rajat.rai@gmail.com,Jagatsinghpur,Accountancy,Class 1-5 all,Interactive and student-centered,804,Both,5,B.Sc
Mandakini Rani,8942930255,mandakini.rani@gmail.com,Khurda,Dance,Class 11-12 all,Interactive and student-centered,778,In-person,16,B.Sc
Ramesh Maji,8837244719,ramesh.maji@gmail.com,Balasore,Physical Education,Class 6-10 CHSE,Interactive and student-centered,501,Both,10,M.A
Shiv Barik,7571251780,shiv.barik@gmail.com,Jagatsinghpur,Chemistry,Only 9th-10th CBSE,Interactive and student-centered,496,Both,2,M.A
Namita Das,8886892265,namita.das@gmail.com,Kandhamal,Mathematics,Class 6-10 CHSE,Interactive and student-centered,822,Both,14,M.A
Usha Pradhan,8113940456,usha.pradhan@gmail.com,Mayurbhanj,Informatics Practices,Class 1-5 CHSE & CBSE,Interactive and student-centered,441,In-person,12,M.Sc
Tanvi Bansal,8184153878,tanvi.bansal@gmail.com,Bolangir,Geography,Class 1-5 all,Interactive and student-centered,772,In-person,12,PhD
Jaya Maharana,7640727512,jaya.maharana@gmail.com,Bhadrak,Physical Education,Class 6-10 CHSE & CBSE,Interactive and student-centered,700,In-person,18,B.Ed
Lakshmi Mohanty,9444723726,lakshmi.mohanty@gmail.com,Ganjam,Biology,Class 1-5 ICSE,Interactive and student-centered,802,In-person,15,M.A
Anjali Rath,9262432243,anjali.rath@gmail.com,Sundargarh,Informatics Practices,Only 9th-10th ICSE,Interactive and student-centered,850,Both,11,B.Sc
Sameer Kumar,9601462907,sameer.kumar@gmail.com,Koraput,Sociology,Class 11-12 CHSE & CBSE,Interactive and student-centered,363,Online,11,M.Sc
Saurabh Bikash,8153236753,saurabh.bikash@gmail.com,Balasore,Physical Education,Class 1-5 CHSE,Interactive and student-centered,618,In-person,15,M.Sc
Akanksha Ghosh,7364646262,akanksha.ghosh@gmail.com,Angul,Economics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,804,Online,15,M.Sc
Aayushi Dhal,7534568449,aayushi.dhal@gmail.com,Deogarh,Social Studies,Class 11-12 all,Interactive and student-centered,582,Both,15,PhD
Asha Rath,8338404771,asha.rath@gmail.com,Angul,Psychology,Only 9th-10th CHSE,Interactive and student-centered,734,In-person,15,M.A
Gaurav Kumar,7588573405,gaurav.kumar@gmail.com,Bhadrak,History,Class 11-12 CBSE,Interactive and student-centered,591,In-person,5,M.Sc
Kritika Ranjan,8620827795,kritika.ranjan@gmail.com,Malkangiri,Accountancy,Class 1-5 ICSE,Interactive and student-centered,385,Both,6,B.Sc
Jayesh Biswas,8488679031,jayesh.biswas@gmail.com,Deogarh,General Science,Class 1-5 CBSE,Interactive and student-centered,812,Both,8,B.Sc
Aarushi Thakur,7808447522,aarushi.thakur@gmail.com,Kalahandi,Political Science,Only 9th-10th CBSE,Interactive and student-centered,589,In-person,11,B.Ed
Tejashwi Sahani,7201100293,tejashwi.sahani@gmail.com,Khurda,Chemistry,Class 1-5 CHSE & CBSE,Interactive and student-centered,773,Both,18,B.Sc
Dhara Sarma,8879519349,dhara.sarma@gmail.com,Dhenkanal,English,Class 11-12 all,Interactive and student-centered,526,Both,12,M.Sc
Subhash Samal,7301304089,subhash.samal@gmail.com,Rayagada,History,Only 9th-10th ICSE,Interactive and student-centered,615,In-person,20,M.Sc
Suman Samantray,9288209133,suman.samantray@gmail.com,Jharsuguda,Dance,Class 11-12 CHSE,Interactive and student-centered,729,In-person,5,M.A
Anvi Nayak,9149102302,anvi.nayak@gmail.com,Keonjhar,Accountancy,Only 9th-10th CBSE,Interactive and student-centered,496,Both,4,M.Sc
Upendra Kumar,8975891942,upendra.kumar@gmail.com,Bhadrak,Political Science,Only 9th-10th all,Interactive and student-centered,392,Online,4,M.Sc
Jayesh Kumar,9631303903,jayesh.kumar@gmail.com,Koraput,Chemistry,Only 9th-10th CHSE & CBSE,Interactive and student-centered,877,Both,6,B.Sc
Upendra Keshari,7992297864,upendra.keshari@gmail.com,Cuttack,Hindi,Only 9th-10th CHSE & CBSE,Interactive and student-centered,531,Online,12,PhD
Ameer Mali,9808572144,ameer.mali@gmail.com,Keonjhar,History,Class 6-10 CHSE,Interactive and student-centered,881,Online,1,M.Sc
Rishabh Bhatt,8698014264,rishabh.bhatt@gmail.com,Jharsuguda,Social Studies,Only 9th-10th all,Interactive and student-centered,504,In-person,18,M.Sc
Aniket Dhal,7451047992,aniket.dhal@gmail.com,Kendrapara,Social Studies,Class 11-12 CBSE,Interactive and student-centered,766,In-person,5,B.Ed
Akhila Bhanja,7781753354,akhila.bhanja@gmail.com,Kandhamal,English,Class 1-5 ICSE,Interactive and student-centered,576,Both,10,M.A
Siddharth Sardar,7226985926,siddharth.sardar@gmail.com,Koraput,History,Only 9th-10th ICSE,Interactive and student-centered,640,Both,18,M.Sc
Divya Bharati,8160455074,divya.bharati@gmail.com,Cuttack,Physics,Only 9th-10th all,Interactive and student-centered,356,In-person,12,M.A
Yash Bhol,8352063083,yash.bhol@gmail.com,Bargarh,English,Class 11-12 all,Interactive and student-centered,484,Both,2,M.Sc
Rahul Panda,8907929406,rahul.panda@gmail.com,Sundargarh,Psychology,Class 11-12 CHSE,Interactive and student-centered,651,Online,5,M.Sc
Varun Sahani,8302545629,varun.sahani@gmail.com,Koraput,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,869,In-person,2,B.Sc
Soni Nayak,7335721731,soni.nayak@gmail.com,Sundargarh,Physics,Class 6-10 CHSE & CBSE,Interactive and student-centered,337,In-person,16,PhD
Manish Mahapatra,9424222519,manish.mahapatra@gmail.com,Cuttack,Biology,Class 6-10 CHSE & CBSE,Interactive and student-centered,818,Both,4,M.Sc
Jagdish Mohapatra,7925063727,jagdish.mohapatra@gmail.com,Nuapada,Mathematics,Class 11-12 CHSE & CBSE,Interactive and student-centered,895,Both,3,PhD
Tushar Ray,9159558936,tushar.ray@gmail.com,Kalahandi,Mathematics,Class 6-10 CHSE,Interactive and student-centered,455,In-person,11,M.Sc
Swati Sahu,7201101726,swati.sahu@gmail.com,Sambalpur,Informatics Practices,Class 1-5 CHSE & CBSE,Interactive and student-centered,893,Online,9,B.Ed
Rajat Pradhan,8997456698,rajat.pradhan@gmail.com,Bargarh,Chemistry,Class 11-12 ICSE,Interactive and student-centered,660,Both,20,M.Sc
Bhavna Samantray,8184907750,bhavna.samantray@gmail.com,Angul,Business Studies,Class 6-10 CHSE,Interactive and student-centered,775,Online,2,B.Sc
Jeet Sahu,7191302398,jeet.sahu@gmail.com,Keonjhar,English,Class 11-12 all,Interactive and student-centered,646,In-person,18,B.Ed
Jyoti Padhy,7287000838,jyoti.padhy@gmail.com,Rayagada,General Science,Class 1-5 ICSE,Interactive and student-centered,721,Online,12,PhD
Gopal Bhoi,8315439201,gopal.bhoi@gmail.com,Bargarh,Dance,Class 1-5 CHSE & CBSE,Interactive and student-centered,795,In-person,5,B.Ed
Sandeep Mishra,8129156411,sandeep.mishra@gmail.com,Bhadrak,Dance,Class 11-12 ICSE,Interactive and student-centered,456,Online,4,PhD
Vishakha Bharati,7221652280,vishakha.bharati@gmail.com,Kalahandi,English,Only 9th-10th CHSE,Interactive and student-centered,596,Both,7,M.A
Hrithik Dahal,9859358186,hrithik.dahal@gmail.com,Cuttack,Social Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,673,Online,17,M.Sc
Pallav Samal,7174094216,pallav.samal@gmail.com,Nuapada,Art and Craft,Class 11-12 all,Interactive and student-centered,384,Online,14,M.A
Soni Patel,8389343711,soni.patel@gmail.com,Mayurbhanj,Environmental Studies,Class 11-12 ICSE,Interactive and student-centered,374,Online,18,PhD
Jagdish Pati,8164231448,jagdish.pati@gmail.com,Deogarh,Hindi,Class 6-10 all,Interactive and student-centered,335,In-person,15,PhD
Ekansh Kumar,8343650987,ekansh.kumar@gmail.com,Kandhamal,Environmental Studies,Only 9th-10th CHSE & CBSE,Interactive and student-centered,895,Online,4,M.Sc
Ameer Jena,9942245387,ameer.jena@gmail.com,Mayurbhanj,Social Studies,Only 9th-10th all,Interactive and student-centered,411,Online,5,PhD
Ganesh Mahapatra,7661611109,ganesh.mahapatra@gmail.com,Sambalpur,Political Science,Class 11-12 ICSE,Interactive and student-centered,315,In-person,20,B.Sc
Yash Mohanty,7910633590,yash.mohanty@gmail.com,Bhadrak,Chemistry,Class 1-5 all,Interactive and student-centered,860,In-person,15,PhD
Ajay Kumar,9952941725,ajay.kumar@gmail.com,Khurda,Economics,Class 11-12 CHSE,Interactive and student-centered,921,Both,3,M.A
Kushal Sahu,9483289908,kushal.sahu@gmail.com,Puri,Economics,Class 6-10 CBSE,Interactive and student-centered,653,Both,17,PhD
Samar Khatua,7181051418,samar.khatua@gmail.com,Bhubaneswar,Sociology,Class 11-12 CBSE,Interactive and student-centered,758,In-person,1,M.A
Manju Pradhan,8165033878,manju.pradhan@gmail.com,Cuttack,Geography,Class 1-5 all,Interactive and student-centered,378,Both,11,B.Sc
Shreya Dhal,8383953601,shreya.dhal@gmail.com,Dhenkanal,Mathematics,Class 11-12 all,Interactive and student-centered,677,Both,3,PhD
Anish Panda,8778165909,anish.panda@gmail.com,Bargarh,Economics,Class 6-10 CHSE & CBSE,Interactive and student-centered,714,In-person,19,B.Sc
Aditi Nanda,9400788876,aditi.nanda@gmail.com,Koraput,Statistics,Only 9th-10th ICSE,Interactive and student-centered,416,Both,10,M.A
Nitin Pratap,9408698800,nitin.pratap@gmail.com,Balangir,Political Science,Class 6-10 CBSE,Interactive and student-centered,782,In-person,6,B.Sc
Zara Mishra,7552467393,zara.mishra@gmail.com,Ganjam,Political Science,Only 9th-10th ICSE,Interactive and student-centered,660,Both,17,M.Sc
Alisha Patel,9619640930,alisha.patel@gmail.com,Balasore,Mathematics,Class 1-5 CHSE,Interactive and student-centered,816,Both,10,B.Sc
Nikhil Sahoo,9979675274,nikhil.sahoo@gmail.com,Jharsuguda,General Science,Class 11-12 CHSE,Interactive and student-centered,1000,In-person,11,PhD
Ravi Mandal,8982850612,ravi.mandal@gmail.com,Sundargarh,English,Class 1-5 ICSE,Interactive and student-centered,630,Both,5,B.Ed
Tejas Sahani,8506620544,tejas.sahani@gmail.com,Gajapati,General Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,378,In-person,6,PhD
Kalyani Dhal,9861055088,kalyani.dhal@gmail.com,Nuapada,Chemistry,Class 6-10 CHSE & CBSE,Interactive and student-centered,304,In-person,5,PhD
Surendra Dahal,9830716512,surendra.dahal@gmail.com,Balasore,Mathematics,Class 6-10 CBSE,Interactive and student-centered,517,In-person,17,M.A
Ruchi Jena,7829574501,ruchi.jena@gmail.com,Angul,History,Only 9th-10th CHSE & CBSE,Interactive and student-centered,317,Online,8,M.A
Ritesh Das,8347536377,ritesh.das@gmail.com,Balangir,Statistics,Only 9th-10th all,Interactive and student-centered,548,In-person,8,PhD
Shalini Mishra,9366238647,shalini.mishra@gmail.com,Kendrapara,Political Science,Class 6-10 CBSE,Interactive and student-centered,787,Online,1,M.A
Tushar Ray,8445066380,tushar.ray@gmail.com,Mayurbhanj,Sociology,Class 6-10 ICSE,Interactive and student-centered,378,In-person,17,PhD
Shalini Tiwari,9516306662,shalini.tiwari@gmail.com,Nayagarh,Accountancy,Class 11-12 all,Interactive and student-centered,480,In-person,17,M.Sc
Jeet Das,7367186163,jeet.das@gmail.com,Kendrapara,Physics,Only 9th-10th all,Interactive and student-centered,964,In-person,7,M.A
Mohini Nayak,8717092599,mohini.nayak@gmail.com,Bolangir,Business Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,917,Both,14,PhD
Suraj Rout,8978192848,suraj.rout@gmail.com,Bargarh,Environmental Studies,Class 11-12 CHSE,Interactive and student-centered,805,Online,20,PhD
Padma Nayak,9965194974,padma.nayak@gmail.com,Dhenkanal,Mathematics,Class 11-12 ICSE,Interactive and student-centered,948,In-person,18,B.Sc
Manish Thakur,8772776895,manish.thakur@gmail.com,Jajpur,Environmental Studies,Class 1-5 CHSE & CBSE,Interactive and student-centered,583,Online,19,M.Sc
Shivam Nayak,8117825754,shivam.nayak@gmail.com,Nayagarh,Social Studies,Class 11-12 ICSE,Interactive and student-centered,917,Both,7,PhD
Sandeep Mallick,7923556878,sandeep.mallick@gmail.com,Nabarangpur,Accountancy,Class 6-10 ICSE,Interactive and student-centered,642,In-person,3,B.Ed
Ritesh Khatua,9193635102,ritesh.khatua@gmail.com,Cuttack,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,728,Online,4,M.Sc
Tanu Prasanna,9612537703,tanu.prasanna@gmail.com,Deogarh,Sociology,Class 11-12 CHSE & CBSE,Interactive and student-centered,806,In-person,12,M.Sc
Shreya Jana,7429800943,shreya.jana@gmail.com,Sambalpur,General Science,Class 6-10 ICSE,Interactive and student-centered,382,Both,3,B.Ed
Shubham Kumar,9438229868,shubham.kumar@gmail.com,Mayurbhanj,Psychology,Class 11-12 CBSE,Interactive and student-centered,735,Both,7,B.Ed
Sagar Sahu,9520736926,sagar.sahu@gmail.com,Nuapada,History,Only 9th-10th CBSE,Interactive and student-centered,464,Both,4,M.Sc
Gaurav Das,8585278685,gaurav.das@gmail.com,Jharsuguda,Accountancy,Class 6-10 all,Interactive and student-centered,606,Online,4,M.A
Jatin Kumar,9184229094,jatin.kumar@gmail.com,Kendrapara,Economics,Class 11-12 CBSE,Interactive and student-centered,469,Online,18,PhD
Seema Khan,8522607981,seema.khan@gmail.com,Rayagada,Social Studies,Class 1-5 CHSE,Interactive and student-centered,755,Both,13,B.Ed
Iksha Dhar,9396311029,iksha.dhar@gmail.com,Jagatsinghpur,Moral Science,Only 9th-10th all,Interactive and student-centered,997,Online,7,B.Ed
Priya Nayak,9602164258,priya.nayak@gmail.com,Balasore,Computer Science,Only 9th-10th CHSE & CBSE,Interactive and student-centered,390,In-person,5,B.Ed
